,Date,Specimen received date,Gauteng,Western Cape,DGauteng,DWestern Cape,LDLGauteng,LDLWestern Cape,LDLGautengNov12,GautengNov12,LDLGauteng-(Fil)Slope,GautengNov2,DLGautengNov2,LDLGautengNov2,LDGauteng,WCapenov19,LDLWCapeNov19
"133-1",2020-07-20,"20/07/2020 22:00",148994,88102,4891,1176,-3.3998668168440469,-4.3096648828098587,#N/A,-778945,-0.050692562263091483,-777896,#N/A,#N/A,8.4951520605393576,-429265,#N/A
"134-1",2020-07-21,"21/07/2020 22:00",153899,89255,4905,1153,-3.4298899108596892,-4.3426361405911553,#N/A,-774040,-0.051032112573861282,-772991,#N/A,#N/A,8.4980103719994631,-428112,#N/A
"135-1",2020-07-22,"22/07/2020 22:00",158024,90372,4125,1117,-3.6324848626406729,-4.3870758881099183,#N/A,-769915,-0.051801158681098886,-768866,#N/A,#N/A,8.3248212987687822,-426995,#N/A
"136-1",2020-07-23,"23/07/2020 22:00",161742,91437,3718,1065,-3.761211341467579,-4.4468232676532855,#N/A,-766197,-0.054968586809180875,-765148,#N/A,#N/A,8.2209411682813887,-425930,#N/A
"137-1",2020-07-24,"24/07/2020 22:00",165153,92412,3411,975,-3.8694500394763809,-4.5462760209518311,#N/A,-762786,-0.061876238842105705,-761737,#N/A,#N/A,8.1347607824186454,-424955,#N/A
"138-1",2020-07-25,"25/07/2020 22:00",167076,92804,1923,392,-4.4587796751881639,-5.4648674770808707,#N/A,-760863,-0.075588610933884331,-759814,#N/A,#N/A,7.5616417455887799,-424563,#N/A
"139-1",2020-07-26,"26/07/2020 22:00",168176,93015,1100,211,-5.0264215388904843,-6.0875226167957353,#N/A,-759763,-0.098068128268785429,-758714,#N/A,#N/A,7.0030654587864616,-424352,#N/A
"140-1",2020-07-27,"27/07/2020 22:00",171596,93961,3420,946,-3.9054532993902873,-4.593337262892466,#N/A,-756343,-0.083764114353698765,-755294,#N/A,#N/A,8.1373958300566507,-423406,#N/A
"141-1",2020-07-28,"28/07/2020 22:00",174811,94805,3215,844,-3.9866111327548817,-4.7169570928067985,#N/A,-753128,-0.082021591948789593,-752079,#N/A,#N/A,8.0755826366717205,-422562,#N/A
"142-1",2020-07-29,"29/07/2020 22:00",177820,95667,3009,862,-4.070642934755389,-4.7048512028174478,#N/A,-750119,-0.069252987856641482,-749070,#N/A,#N/A,8.009363076630045,-421700,#N/A
"143-1",2020-07-30,"30/07/2020 22:00",180453,96372,2633,705,-4.2200062008213415,-4.9141042795874137,#N/A,-747486,-0.065382643261201023,-746437,#N/A,#N/A,7.8758791594963098,-420995,#N/A
"144-1",2020-07-31,"31/07/2020 22:00",182815,96983,2362,611,-4.3424708629022861,-5.0640356882812583,#N/A,-745124,-0.066146268642062175,-744075,#N/A,#N/A,7.7672639967573076,-420384,#N/A
"145-1",2020-08-01,"01/08/2020 22:00",183980,97212,1165,229,-5.058931478623828,-6.0497484402146222,#N/A,-743959,-0.077731054563856039,-742910,#N/A,#N/A,7.0604763659998007,-420155,#N/A
"146-1",2020-08-02,"02/08/2020 22:00",184757,97334,777,122,-5.469249920759637,-6.68125556155558,#N/A,-743182,-0.087906884158790596,-742133,#N/A,#N/A,6.6554403503676474,-420033,#N/A
"147-1",2020-08-03,"03/08/2020 22:00",187227,98120,2470,786,-4.3214708142693556,-4.8229709730067913,#N/A,-740712,-0.071620414656191705,-739663,#N/A,#N/A,7.8119734296220225,-419247,#N/A
"148-1",2020-08-04,"04/08/2020 22:00",189369,98699,2142,579,-4.4762750584188717,-5.1355872608039883,#N/A,-738570,-0.072121457078483289,-737521,#N/A,#N/A,7.6694952510076941,-418668,#N/A
"149-1",2020-08-05,"05/08/2020 22:00",191245,99226,1876,527,-4.6194886090351037,-5.2352933577407645,#N/A,-736694,-0.065821248291605572,-735645,#N/A,#N/A,7.53689712956617,-418141,#N/A
"150-1",2020-08-06,"06/08/2020 22:00",192921,99739,1676,513,-4.7415112237950297,-5.2674589671532646,#N/A,-735018,-0.066449765857721096,-733969,#N/A,#N/A,7.4241652810420282,-417628,#N/A
"151-1",2020-08-07,"07/08/2020 22:00",194561,100176,1640,437,-4.7718200024350343,-5.4325655867713332,#N/A,-733378,-0.062991711939929765,-732329,#N/A,#N/A,7.4024515208182438,-417191,#N/A
"152-1",2020-08-08,"08/08/2020 22:00",195212,100336,651,160,-5.7016620447370538,-6.4403081662732804,#N/A,-732727,-0.07989962254055849,-731678,#N/A,#N/A,6.4785096422085688,-417031,#N/A
"153-1",2020-08-09,"09/08/2020 22:00",195614,100469,402,133,-6.1864181052872258,-6.6265931118778711,#N/A,-732325,-0.09866984362919573,-731276,#N/A,#N/A,5.9964520886190211,-416898,#N/A
"154-1",2020-08-10,"10/08/2020 22:00",196137,100593,523,124,-5.9256524741343659,-6.6979397242399195,#N/A,-731802,-0.14430628505781379,-730753,#N/A,#N/A,6.2595814640649232,-416774,#N/A
"155-1",2020-08-11,"11/08/2020 22:00",197704,101166,1567,573,-4.8336318537272485,-5.1707936089436659,#N/A,-730235,-0.10741121884495676,-729186,#N/A,#N/A,7.3569182423560209,-416201,#N/A
"156-1",2020-08-12,"12/08/2020 22:00",198966,101699,1262,533,-5.0572563821189442,-5.2486251064214828,#N/A,-728973,-0.088678646820567766,-727924,#N/A,#N/A,7.1404530431011581,-415668,#N/A
"157-1",2020-08-13,"13/08/2020 22:00",200278,102111,1312,412,-5.0248692879781656,-5.510771574227177,#N/A,-727661,-0.061504328128957786,-726612,#N/A,#N/A,7.179307969504034,-415256,#N/A
"158-1",2020-08-14,"14/08/2020 22:00",201402,102561,1124,450,-5.1856122096234056,-5.4267676020871054,#N/A,-726537,-0.050258175104385412,-725488,#N/A,#N/A,7.0246490304536362,-414806,#N/A
"159-1",2020-08-15,"15/08/2020 22:00",201920,102770,518,209,-5.9643675566792265,-6.1968968122696788,#N/A,-726019,-0.051947645989669708,-724970,#N/A,#N/A,6.2499752422594828,-414597,#N/A
"160-1",2020-08-16,"16/08/2020 22:00",202333,102854,413,84,-6.1932010771263082,-7.1098405022365716,#N/A,-725606,-0.037595911839984938,-724557,#N/A,#N/A,6.0234475929610332,-414513,#N/A
"161-1",2020-08-17,"17/08/2020 22:00",203441,103303,1108,449,-5.2100901001122839,-5.4362216439523614,#N/A,-724498,-0.012234083161675593,-723449,#N/A,#N/A,7.0103118673072293,-414064,#N/A
"162-1",2020-08-18,"18/08/2020 22:00",204433,103715,992,412,-5.3258413225694534,-5.5263891748245682,#N/A,-723506,-0.022885479188387039,-722457,#N/A,#N/A,6.8997231072848724,-413652,#N/A
"163-1",2020-08-19,"19/08/2020 22:00",205290,104019,857,304,-5.4766500430934704,-5.8338380982854972,#N/A,-722649,-0.031439797617160432,-721600,#N/A,#N/A,6.75343791859778,-413348,#N/A
"164-1",2020-08-20,"20/08/2020 22:00",206012,104381,722,362,-5.6519096702387204,-5.6624221906998731,#N/A,-721927,-0.047870923747096901,-720878,#N/A,#N/A,6.5820251388928259,-412986,#N/A
"165-1",2020-08-21,"21/08/2020 22:00",206844,104703,832,322,-5.5138731677619139,-5.7827918473859921,#N/A,-721095,-0.044702648236385339,-720046,#N/A,#N/A,6.7238324408212087,-412664,#N/A
"166-1",2020-08-22,"22/08/2020 22:00",207312,104799,468,96,-6.0923820913086795,-6.9949931228188591,#N/A,-720627,-0.039722186651351861,-719578,#N/A,#N/A,6.1484682959176471,-412568,#N/A
"167-1",2020-08-23,"23/08/2020 22:00",207543,104855,231,56,-6.8001193461369613,-7.5347149367584105,#N/A,-720396,-0.057609779749605322,-719347,#N/A,#N/A,5.4424177105217932,-412512,#N/A
"168-1",2020-08-24,"24/08/2020 22:00",208436,105226,893,371,-5.4506547595917638,-5.6458981668795865,#N/A,-719503,-0.032550537170069206,-718454,#N/A,#N/A,6.7945865808764987,-412141,#N/A
"169-1",2020-08-25,"25/08/2020 22:00",209100,105537,664,311,-5.7506958740644309,-5.8255487398925334,#N/A,-718839,-0.047990434079689129,-717790,#N/A,#N/A,6.4982821494764336,-411830,#N/A
"170-1",2020-08-26,"26/08/2020 22:00",209757,105801,657,264,-5.7644528327029381,-5.9921172226668364,#N/A,-718182,-0.041987439046006145,-717133,#N/A,#N/A,6.4876840184846101,-411566,#N/A
"171-1",2020-08-27,"27/08/2020 22:00",210325,106008,568,207,-5.9129360006101166,-6.2375739119695801,#N/A,-717614,-0.047835921022887147,-716565,#N/A,#N/A,6.3421214187211516,-411359,#N/A
"172-1",2020-08-28,"28/08/2020 22:00",210812,106202,487,194,-6.0693017260137481,-6.3043260112019084,#N/A,-717127,-0.059933807761237856,-716078,#N/A,#N/A,6.1882641230825897,-411165,#N/A
"173-1",2020-08-29,"29/08/2020 22:00",211048,106283,236,81,-6.7954496945152778,-7.1790302929482861,#N/A,-716891,-0.071740717623813302,-715842,#N/A,#N/A,5.4638318050256105,-411084,#N/A
"174-1",2020-08-30,"30/08/2020 22:00",211229,106334,181,51,-7.0617725027221816,-7.6422748715996818,#N/A,-716710,-0.073813796042922292,-715661,#N/A,#N/A,5.1984970312658261,-411033,#N/A
"175-1",2020-08-31,"31/08/2020 22:00",211843,106596,614,262,-5.8421548455211028,-6.0072265631887598,#N/A,-716096,-0.052605996585285475,-715047,#N/A,#N/A,6.4199949281471422,-410771,#N/A
"176-1",2020-09-01,"01/09/2020 22:00",212351,106820,508,224,-6.0343170705482905,-6.1662049919790043,#N/A,-715588,-0.05266852083081397,-714539,#N/A,#N/A,6.230481447578482,-410547,#N/A
"177-1",2020-09-02,"02/09/2020 22:00",212836,107038,485,218,-6.082987845924734,-6.1954249326343813,#N/A,-715103,-0.041686802047127672,-714054,#N/A,#N/A,6.1841488909374833,-410329,#N/A
"178-1",2020-09-03,"03/09/2020 22:00",213223,107234,387,196,-6.3107609647058327,-6.3037393962716965,#N/A,-714716,-0.048040041405080308,-713667,#N/A,#N/A,5.9584246930297819,-410133,#N/A
"179-1",2020-09-04,"04/09/2020 22:00",213589,107428,366,194,-6.3683181551533847,-6.3158143651752914,#N/A,-714350,-0.049277560079995959,-713301,#N/A,#N/A,5.9026333334013659,-409939,#N/A
"180-1",2020-09-05,"05/09/2020 22:00",213810,107497,221,69,-6.8741633109343905,-7.3507906895298261,#N/A,-714129,-0.04215213497082667,-713080,#N/A,#N/A,5.3981627015177525,-409870,#N/A
"181-1",2020-09-06,"06/09/2020 22:00",213950,107534,140,37,-7.3315279307485532,-7.9744723796869144,#N/A,-713989,-0.049360236690962907,-712940,#N/A,#N/A,4.9416424226093039,-409833,#N/A
"182-1",2020-09-07,"07/09/2020 22:00",214416,107823,466,289,-6.1304000401648349,-5.9204779262221265,#N/A,-713523,-0.034657525324730834,-712474,#N/A,#N/A,6.1441856341256456,-409544,#N/A
"183-1",2020-09-08,"08/09/2020 22:00",214821,108053,405,230,-6.2727299485004755,-6.1512325798868117,#N/A,-713118,-0.036223149526782024,-712069,#N/A,#N/A,6.0038870671065387,-409314,#N/A
"184-1",2020-09-09,"09/09/2020 22:00",215164,108224,343,171,-6.4406277635040157,-6.4495043270521633,#N/A,-712775,-0.034552279888584544,-711726,#N/A,#N/A,5.8377304471659395,-409143,#N/A
"185-1",2020-09-10,"10/09/2020 22:00",215499,108443,335,219,-6.4658032466100108,-6.2038976407370683,#N/A,-712440,-0.031678032426232468,-711391,#N/A,#N/A,5.8141305318250662,-408924,#N/A
"186-1",2020-09-11,"11/09/2020 22:00",215819,108622,320,179,-6.5131325562253632,-6.4074189137635926,#N/A,-712120,-0.029855157740984819,-711071,#N/A,#N/A,5.768320995793772,-408745,#N/A
"187-1",2020-09-12,"12/09/2020 22:00",215969,108672,150,50,-7.2719074911481991,-7.6838363506291838,#N/A,-711970,-0.038087510219245731,-710921,#N/A,#N/A,5.0106352940962555,-408695,#N/A
"188-1",2020-09-13,"13/09/2020 22:00",216080,108718,111,46,-7.5736168828448802,-7.7676596624761656,#N/A,-711859,-0.044973240076788157,-710810,#N/A,#N/A,4.7095302013123339,-408649,#N/A
"189-1",2020-09-14,"14/09/2020 22:00",216491,108953,411,235,-6.2657610577570138,-6.1380069442845446,#N/A,-711448,-0.028164844807293588,-710399,#N/A,#N/A,6.0185932144962342,-408414,#N/A
"190-1",2020-09-15,"15/09/2020 22:00",216922,109132,431,179,-6.2201907627240178,-6.4121069630722456,#N/A,-711017,-0.014518296626694197,-709968,#N/A,#N/A,6.0661080901037474,-408235,#N/A
"191-1",2020-09-16,"16/09/2020 22:00",217344,109324,422,192,-6.2432597191947625,-6.3436970901683036,#N/A,-710595,0.0059594389630563474,-709546,#N/A,#N/A,6.045005314036012,-408043,#N/A
"192-1",2020-09-17,"17/09/2020 22:00",217665,109515,321,191,-6.5185335143153109,-6.3506707160929636,#N/A,-710274,0.0031219539975989303,-709225,#N/A,#N/A,5.7714411231300158,-407852,#N/A
"193-1",2020-09-18,"18/09/2020 22:00",217995,109703,330,188,-6.4923773753273384,-6.3682325589276676,#N/A,-709944,0.0055854905585759913,-708895,#N/A,#N/A,5.7990926544605257,-407664,#N/A
"194-1",2020-09-19,"19/09/2020 22:00",218159,109754,164,51,-7.192737015464771,-7.6739387612462853,#N/A,-709780,0.00041755763942760791,-708731,#N/A,#N/A,5.0998664278241987,-407613,#N/A
"195-1",2020-09-20,"20/09/2020 22:00",218259,109780,100,26,-7.6880383946018291,-8.3480186737369841,#N/A,-709680,-0.017221244439242347,-708631,#N/A,#N/A,4.6051701859880918,-407587,#N/A
"196-1",2020-09-21,"21/09/2020 22:00",218674,110003,415,223,-6.2661091427467506,-6.2000766797382045,#N/A,-709265,-0.0048544367828019987,-708216,#N/A,#N/A,6.0282785202306979,-407364,#N/A
"197-1",2020-09-22,"22/09/2020 22:00",219004,110235,330,232,-6.4969987346639213,-6.1625791366587057,#N/A,-708935,-0.017105150580972048,-707886,#N/A,#N/A,5.7990926544605257,-407132,#N/A
"198-1",2020-09-23,"23/09/2020 22:00",219295,110422,291,187,-6.6241860101956522,-6.380108701829128,#N/A,-708644,-0.019051214041522459,-707595,#N/A,#N/A,5.6733232671714928,-406945,#N/A
"199-1",2020-09-24,"24/09/2020 22:00",219391,110464,96,42,-7.734043786186831,-7.8745851994097542,#N/A,-708548,-0.081443540736998221,-707499,#N/A,#N/A,4.5643481914678361,-406903,#N/A
"200-1",2020-09-25,"25/09/2020 22:00",219638,110632,247,168,-6.7897851264039426,-6.489240922899544,#N/A,-708301,-0.062337045376001599,-707252,#N/A,#N/A,5.5093883366279774,-406735,#N/A
"201-1",2020-09-26,"26/09/2020 22:00",219776,110678,138,46,-7.3727964014622511,-7.7855311210985061,#N/A,-708163,-0.054070637013792056,-707114,#N/A,#N/A,4.9272536851572051,-406689,#N/A
"202-1",2020-09-27,"27/09/2020 22:00",219892,110716,116,38,-7.5470377807554172,-7.9769658485083914,#N/A,-708047,-0.031771907964434187,-706998,#N/A,#N/A,4.7535901911063645,-406651,#N/A
"203-1",2020-09-28,"28/09/2020 22:00",220223,110919,331,203,-6.4995255909044491,-6.3024337243840183,#N/A,-707716,-0.017153414014729942,-706667,#N/A,#N/A,5.8021183753770629,-406448,#N/A
"204-1",2020-09-29,"29/09/2020 22:00",220601,111082,378,163,-6.3683593605273217,-6.5235396042839575,#N/A,-707338,-0.0050990194141533416,-706289,#N/A,#N/A,5.934894195619588,-406285,#N/A
"205-1",2020-09-30,"30/09/2020 22:00",220961,111251,360,169,-6.4188222859431745,-6.4888854488995884,#N/A,-706978,0.018433400343214897,-705929,#N/A,#N/A,5.8861040314501558,-406116,#N/A
"206-1",2020-10-01,"01/10/2020 22:00",221250,111454,289,203,-6.6399684116764703,-6.3072498681642157,#N/A,-706689,0.0404636573429243,-705640,#N/A,#N/A,5.6664266881124323,-405913,#N/A
"207-1",2020-10-02,"02/10/2020 22:00",221513,111663,263,209,-6.7354885868071896,-6.279969851520157,#N/A,-706426,0.033411527915244904,-705377,#N/A,#N/A,5.5721540321777647,-405704,#N/A
"208-1",2020-10-03,"03/10/2020 22:00",221665,111727,152,64,-7.2846990335769233,-7.4646441105804326,#N/A,-706274,0.022650655330113841,-705225,#N/A,#N/A,5.0238805208462765,-405640,#N/A
"209-1",2020-10-04,"04/10/2020 22:00",221770,111770,105,43,-7.6551989591406748,-7.8628059615346579,#N/A,-706169,0.0070219604789749715,-705120,#N/A,#N/A,4.6539603501575231,-405597,#N/A
"210-1",2020-10-05,"05/10/2020 22:00",222184,112052,414,282,-6.2844627881883506,-5.9835515914446251,#N/A,-705755,0.018470679636304405,-704706,#N/A,#N/A,6.0258659738253142,-405315,#N/A
"211-1",2020-10-06,"06/10/2020 22:00",222536,112262,352,210,-6.4484215846394113,-6.2805471315402821,#N/A,-705403,0.008165459055054735,-704354,#N/A,#N/A,5.8636311755980968,-405105,#N/A
"212-1",2020-10-07,"07/10/2020 22:00",222910,112519,374,257,-6.3894280934707881,-6.0806581726624689,#N/A,-705029,0.017103973765749174,-703980,#N/A,#N/A,5.9242557974145322,-404848,#N/A
"213-1",2020-10-08,"08/10/2020 22:00",223273,112804,363,285,-6.420934225291238,-5.9796533132059642,#N/A,-704666,0.033356435550779759,-703617,#N/A,#N/A,5.8944028342648505,-404563,#N/A
"214-1",2020-10-09,"09/10/2020 22:00",223620,113117,347,313,-6.4676023098631283,-5.8885896487074003,#N/A,-704319,0.034732940704257025,-703270,#N/A,#N/A,5.8493247799468593,-404250,#N/A
"215-1",2020-10-10,"10/10/2020 22:00",223792,113220,172,103,-7.170593442678487,-7.0019040802157777,#N/A,-704147,0.0259212990583613,-703098,#N/A,#N/A,5.1474944768134527,-404147,#N/A
"216-1",2020-10-11,"11/10/2020 22:00",223896,113248,104,28,-7.6743137425173158,-8.3050072377402469,#N/A,-704043,0.0018841066619825417,-702994,#N/A,#N/A,4.6443908991413725,-404119,#N/A
"217-1",2020-10-12,"12/10/2020 22:00",224328,113584,432,336,-6.251475307995201,-5.8217058624441229,#N/A,-703611,0.0086710290062261466,-702562,#N/A,#N/A,6.0684255882441107,-403783,#N/A
"218-1",2020-10-13,"13/10/2020 22:00",224671,113886,343,302,-6.4838981172990771,-5.9311988550612895,#N/A,-703268,-0.0039150227287550101,-702219,#N/A,#N/A,5.8377304471659395,-403481,#N/A
"219-1",2020-10-14,"14/10/2020 22:00",225075,114141,404,255,-6.321875930450787,-6.1028081794029649,#N/A,-702864,0.0064891271435785301,-701815,#N/A,#N/A,6.0014148779611505,-403226,#N/A
"220-1",2020-10-15,"15/10/2020 22:00",225446,114376,371,235,-6.4088105006030611,-6.1866328375792516,#N/A,-702493,0.012678365375399878,-701444,#N/A,#N/A,5.916202062607435,-402991,#N/A
"221-1",2020-10-16,"16/10/2020 22:00",225769,114639,323,263,-6.5488995487002901,-6.076241130232038,#N/A,-702170,0.0070884735077662948,-701121,#N/A,#N/A,5.7776523232226564,-402728,#N/A
"222-1",2020-10-17,"17/10/2020 22:00",225934,114711,165,72,-7.221687464257708,-7.3731911675980975,#N/A,-702005,0.0015310789626601139,-700956,#N/A,#N/A,5.1059454739005803,-402656,#N/A
"223-1",2020-10-18,"18/10/2020 22:00",226030,114781,96,70,-7.7638624225578559,-7.4019809958657721,#N/A,-701909,-0.020091556045757564,-700860,#N/A,#N/A,4.5643481914678361,-402586,#N/A
"224-1",2020-10-19,"19/10/2020 22:00",226449,115114,419,333,-6.2914782458919891,-5.8440875920154554,#N/A,-701490,-0.0085922512877813564,-700441,#N/A,#N/A,6.0378709199221374,-402253,#N/A
"225-1",2020-10-20,"20/10/2020 22:00",226801,115446,352,332,-6.4674205714159632,-5.8499835705829009,#N/A,-701138,-0.011795978289826314,-700089,#N/A,#N/A,5.8636311755980968,-401921,#N/A
"226-1",2020-10-21,"21/10/2020 22:00",227152,115720,351,274,-6.4718153441263819,-6.0446155908858605,#N/A,-700787,-0.0082629957927558648,-699738,#N/A,#N/A,5.8607862234658654,-401647,#N/A
"227-1",2020-10-22,"22/10/2020 22:00",227462,116069,310,349,-6.5974843531972036,-5.8053628956061072,#N/A,-700477,-0.0097689730444040293,-699428,#N/A,#N/A,5.7365722974791922,-401298,#N/A
"228-1",2020-10-23,"23/10/2020 22:00",227763,116373,301,304,-6.6282894901576146,-5.9462205583965106,#N/A,-700176,-0.011263132707076419,-699127,#N/A,#N/A,5.7071102647488754,-400994,#N/A
"229-1",2020-10-24,"24/10/2020 22:00",227900,116467,137,94,-7.416380643666896,-7.1216647842273586,#N/A,-700039,-0.018525329666835254,-698990,#N/A,#N/A,4.9199809258281251,-400900,#N/A
"230-1",2020-10-25,"25/10/2020 22:00",227997,116511,97,44,-7.7621640116373598,-7.8813624811249383,#N/A,-699942,-0.025569912232472063,-698893,#N/A,#N/A,4.5747109785033828,-400856,#N/A
"231-1",2020-10-26,"26/10/2020 22:00",228289,116787,292,276,-6.6609739655349776,-6.0465233725171057,#N/A,-699650,-0.030047523172786104,-698601,#N/A,#N/A,5.6767538022682817,-400580,#N/A
"232-1",2020-10-27,"27/10/2020 22:00",228578,117044,289,257,-6.6725735970205511,-6.1201302430716673,#N/A,-699361,-0.030493707511021519,-698312,#N/A,#N/A,5.6664266881124323,-400323,#N/A
"233-1",2020-10-28,"28/10/2020 22:00",228923,117281,345,237,-6.4968425623416994,-6.2032566569321572,#N/A,-699016,-0.016176936286982177,-697967,#N/A,#N/A,5.8435444170313602,-400086,#N/A
"234-1",2020-10-29,"29/10/2020 22:00",229245,117560,322,279,-6.5672923173183602,-6.0423045355281522,#N/A,-698694,-0.0067505773154260072,-697645,#N/A,#N/A,5.7745515455444085,-399807,#N/A
"235-1",2020-10-30,"30/10/2020 22:00",229448,117813,203,253,-7.0297831950601255,-6.1423897144271047,#N/A,-698491,-0.023651315846249688,-697442,#N/A,#N/A,5.3132059790417872,-399554,#N/A
"236-1",2020-10-31,"31/10/2020 22:00",229559,117909,111,96,-7.6341433381078998,-7.1129129962435362,#N/A,-698380,-0.029596968862102762,-697331,#N/A,#N/A,4.7095302013123339,-399458,#N/A
"237-1",2020-11-01,"01/11/2020 22:00",229641,117945,82,36,-7.9373746855309326,-8.0943021217202684,#N/A,-698298,-0.036673144559003876,-697249,#N/A,#N/A,4.4067192472642533,-399422,#N/A
"238-1",2020-11-02,"02/11/2020 22:00",229915,118279,274,334,-6.7317406795076957,-5.8682469464697684,#N/A,-698024,-0.027722336765980356,-696975,#N/A,#N/A,5.6131281063880705,-399088,#N/A
"239-1",2020-11-03,"03/11/2020 22:00",230169,118594,254,315,-6.8086828113166131,-5.929559002645723,#N/A,-697770,-0.025006965027897177,-696721,#N/A,#N/A,5.5373342670185366,-398773,#N/A
"240-1",2020-11-04,"04/11/2020 22:00",230386,118871,217,277,-6.9671429548417327,-6.0606103828638993,#N/A,-697553,-0.033920825534048092,-696504,#N/A,#N/A,5.3798973535404597,-398496,#N/A
"241-1",2020-11-05,"05/11/2020 22:00",230573,119242,187,371,-7.1168085286567182,-5.7711505775159262,#N/A,-697366,-0.042648056924800337,-696317,#N/A,#N/A,5.2311086168545868,-398125,#N/A
"242-1",2020-11-06,"06/11/2020 22:00",230777,119508,204,266,-7.030645013429182,-6.1065283552352598,#N/A,-697162,-0.032895922232815268,-696113,#N/A,#N/A,5.3181199938442161,-397859,#N/A
"243-1",2020-11-07,"07/11/2020 22:00",230895,119643,118,135,-7.5787781344138381,-6.7864283653585149,#N/A,-697044,-0.021128914366709176,-695995,#N/A,#N/A,4.7706846244656651,-397724,#N/A
"244-1",2020-11-08,"08/11/2020 22:00",230984,119707,89,64,-7.8612746683278063,-7.5336519070666474,#N/A,-696955,-0.013879956144780164,-695906,#N/A,#N/A,4.4886363697321396,-397660,#N/A
"245-1",2020-11-09,"09/11/2020 22:00",231280,120192,296,485,-6.6603846638765134,-5.5106758465134309,#N/A,-696659,0.0019491858699048539,-695610,#N/A,#N/A,5.6903594543240601,-397175,#N/A
"246-1",2020-11-10,"10/11/2020 22:00",231536,120665,256,473,-6.8067601188468085,-5.5397148207840745,#N/A,-696403,0.0040703903957556072,-695354,#N/A,#N/A,5.5451774444795623,-396702,#N/A
"247-1",2020-11-11,"11/11/2020 22:00",231745,121132,209,467,-7.0106075600553224,-5.5563761285075461,#N/A,-696194,-0.001565118562137157,-695145,#N/A,#N/A,5.3423342519648109,-396235,#N/A
"248-1",2020-11-12,"12/11/2020 22:00",231926,121606,181,474,-7.1552862653671125,-5.5453821780587411,#N/A,-696013,-0.0093795971633772318,-694964,#N/A,#N/A,5.1984970312658261,-395761,#N/A
"249-1",2020-11-13,"13/11/2020 22:00",232133,122069,207,463,-7.0219009381479243,-5.57271521113306,#N/A,-695806,-0.0050984760442155906,-694757,#N/A,#N/A,5.3327187932653688,-395298,#N/A
"250-1",2020-11-14,"14/11/2020 22:00",232221,122253,88,184,-7.8779184643503939,-6.498159179181056,#N/A,-695718,-0.019544039829471817,-694669,#N/A,#N/A,4.4773368144782069,-395114,#N/A
"251-1",2020-11-15,"15/11/2020 22:00",232286,122385,65,132,-8.1811974501045235,-6.8315856456587118,#N/A,-695653,-0.030816626792960357,-694604,#N/A,#N/A,4.1743872698956368,-394982,#N/A
"252-1",2020-11-16,"16/11/2020 22:00",232571,123203,285,818,-6.7038486242704831,-5.0113973989106428,#N/A,-695368,-0.01360164029404435,-694319,#N/A,#N/A,5.6524891802686508,-394164,#N/A
"253-1",2020-11-17,"17/11/2020 22:00",232846,123787,275,584,-6.7407706622993429,-5.3540531019980078,#N/A,-695093,-0.0023089811850330183,-694044,#N/A,#N/A,5.6167710976665717,-393580,#N/A
"254-1",2020-11-18,"18/11/2020 22:00",233047,124450,201,663,-7.0552591223457446,-5.2322146654310302,#N/A,-694892,-0.00061909988717489205,-693843,#N/A,#N/A,5.3033049080590757,-392917,#N/A
"255-1",2020-11-19,"19/11/2020 22:00",233260,125260,213,810,-6.9981600786598284,-5.037870587948964,#N/A,-694679,0.0069046821210409755,-693630,#N/A,#N/A,5.3612921657094255,-392107,#N/A
"256-1",2020-11-20,"20/11/2020 22:00",233508,126060,248,800,-6.8470116043797269,-5.0567200207019694,#N/A,-694431,0.016893430347132646,-693382,#N/A,#N/A,5.5134287461649825,-391307,#N/A
"257-1",2020-11-21,"21/11/2020 22:00",233636,126411,128,351,-7.5092153707919342,-5.8851176213171525,#N/A,-694303,0.023834326554091567,-693254,#N/A,#N/A,4.8520302639196169,-390956,#N/A
"258-1",2020-11-22,"22/11/2020 22:00",233734,126577,98,166,-7.7767618402862517,-6.6359622233241069,#N/A,-694205,0.026509902792843137,-693156,#N/A,#N/A,4.5849674786705723,-390790,#N/A
"259-1",2020-11-23,"23/11/2020 22:00",234059,127769,325,1192,-6.5788086455781647,-4.6699084743252701,#N/A,-693880,0.029174185027177627,-692831,#N/A,#N/A,5.7838251823297373,-389598,#N/A
"260-1",2020-11-24,"24/11/2020 22:00",234383,128883,324,1114,-6.5832767178224305,-4.7466104795707684,#N/A,-693556,0.031022107842988419,-692507,#N/A,#N/A,5.780743515792329,-388484,#N/A
"261-1",2020-11-25,"25/11/2020 22:00",234689,130036,306,1153,-6.6417791294027948,-4.7209942394467568,#N/A,-693250,0.041191538641608273,-692201,#N/A,#N/A,5.7235851019523807,-387331,#N/A
"262-1",2020-11-26,"26/11/2020 22:00",235000,131135,311,1099,-6.6268858136550675,-4.7776216068379442,#N/A,-692939,0.047088842004293648,-691890,#N/A,#N/A,5.7397929121792339,-386232,#N/A
"263-1",2020-11-27,"27/11/2020 22:00",235278,132158,278,1023,-6.7403108774543039,-4.8573757808181464,#N/A,-692661,0.038507380297664456,-691612,#N/A,#N/A,5.6276211136906369,-385209,#N/A
"264-1",2020-11-28,"28/11/2020 22:00",235429,132606,151,448,-7.3515640470680506,-5.6886527747949716,#N/A,-692510,0.032686606231683263,-691461,#N/A,#N/A,5.0172798368149243,-384761,#N/A
